date;aerosols;blue;green;red;re1;re2;re3;nir;nir2;watervapor;swir1;swir2;cloud;sat
2024-02-15;-0.007;0.0108;0.0432;0.0465;NA;NA;NA;0.1392;NA;NA;0.0667;0.0497;194;ls
2024-03-02;-0.0375;-0.0345;5e-04;-0.0128;NA;NA;NA;0.0652;NA;NA;0.0435;0.0414;196;ls
2024-03-18;0.0053;0.0091;0.0745;0.0859;NA;NA;NA;0.2183;NA;NA;0.1078;0.0969;194;ls
2024-03-26;0.4548;0.4504;0.4452;0.4496;NA;NA;NA;0.5017;NA;NA;0.2614;0.2652;194;ls
2024-04-11;0.0033;0.0166;0.045;0.0415;NA;NA;NA;0.1628;NA;NA;0.0762;0.0407;192;ls
2024-04-19;0.1003;0.1043;0.1447;0.1636;NA;NA;NA;0.2935;NA;NA;0.1486;0.1339;194;ls
2024-04-27;0.5582;0.5438;0.5388;0.5352;NA;NA;NA;0.5501;NA;NA;0.4178;0.3667;194;ls
2024-05-05;0.0145;0.0334;0.0738;0.0708;NA;NA;NA;0.2106;NA;NA;0.1181;0.0796;194;ls
2024-05-29;0.0069;0.0156;0.0411;0.0324;NA;NA;NA;0.1879;NA;NA;0.0879;0.0465;132;ls
2024-06-06;0.0117;0.0171;0.0454;0.028;NA;NA;NA;0.2374;NA;NA;0.1092;0.0558;200;ls
2024-06-14;0.6463;0.637;0.6;0.5956;NA;NA;NA;0.6156;NA;NA;0.3228;0.307;194;ls
2024-06-22;-0.0036;0.0031;0.0168;0.0113;NA;NA;NA;0.0782;NA;NA;0.0315;0.0158;128;ls
2024-06-30;0.4465;0.4394;0.4443;0.433;NA;NA;NA;0.4835;NA;NA;0.4141;0.3386;194;ls
2024-07-08;0.5107;0.5236;0.4613;0.4737;NA;NA;NA;0.5583;NA;NA;0.3897;0.3226;194;ls
2024-07-16;0.0079;0.0133;0.0339;0.0204;NA;NA;NA;0.2104;NA;NA;0.0888;0.0414;192;ls
2024-07-24;0.5626;0.5523;0.5074;0.5025;NA;NA;NA;0.5206;NA;NA;0.1843;0.1302;194;ls
2024-08-01;0.0076;0.0131;0.0307;0.0211;NA;NA;NA;0.1966;NA;NA;0.0795;0.0361;64;ls
2024-08-09;0.0064;0.0141;0.0338;0.0264;NA;NA;NA;0.1843;NA;NA;0.0816;0.0431;128;ls
2024-08-17;0.4683;0.4733;0.4735;0.4739;NA;NA;NA;0.5493;NA;NA;0.4265;0.3993;194;ls
2024-08-25;0.0062;0.0109;0.0238;0.0153;NA;NA;NA;0.1653;NA;NA;0.0662;0.0288;64;ls
2024-09-02;0.0063;0.0111;0.0253;0.0182;NA;NA;NA;0.1663;NA;NA;0.0644;0.0284;68;ls
2024-09-10;0.0077;0.0107;0.0259;0.0168;NA;NA;NA;0.1864;NA;NA;0.071;0.0346;136;ls
2024-09-18;0.0057;0.0107;0.0243;0.0167;NA;NA;NA;0.1805;NA;NA;0.0675;0.0321;72;ls
2024-10-12;0.4547;0.4706;0.4925;0.5142;NA;NA;NA;0.6567;NA;NA;0.526;0.4581;194;ls
2024-10-20;0.0206;0.0289;0.0622;0.0555;NA;NA;NA;0.2213;NA;NA;0.1498;0.1285;194;ls
2024-10-28;0.0791;0.089;0.1228;0.1541;NA;NA;NA;0.2951;NA;NA;0.1605;0.1517;194;ls
2024-11-05;0.0133;0.0383;0.0879;0.0909;NA;NA;NA;0.2186;NA;NA;0.1436;0.1116;194;ls
2024-11-13;0.0014;0.0047;0.0141;0.0112;NA;NA;NA;0.1102;NA;NA;0.0409;0.0182;64;ls
2024-11-21;0.7116;0.7157;0.6737;0.6666;NA;NA;NA;0.6468;NA;NA;0.2495;0.2745;194;ls
2024-11-29;0.0019;0.0052;0.0147;0.0117;NA;NA;NA;0.1097;NA;NA;0.0404;0.0185;64;ls
2024-12-07;0.0189;0.0423;0.0903;0.099;NA;NA;NA;0.2731;NA;NA;0.1767;0.1437;194;ls
2024-12-15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ls
2024-12-23;0.0073;0.008;0.0138;0.007;NA;NA;NA;0.1119;NA;NA;0.0295;0.0137;132;ls
